left_eye_center_x,left_eye_center_y,right_eye_center_x,right_eye_center_y,left_eye_inner_corner_x,left_eye_inner_corner_y,left_eye_outer_corner_x,left_eye_outer_corner_y,right_eye_inner_corner_x,right_eye_inner_corner_y,right_eye_outer_corner_x,right_eye_outer_corner_y,left_eyebrow_inner_end_x,left_eyebrow_inner_end_y,left_eyebrow_outer_end_x,left_eyebrow_outer_end_y,right_eyebrow_inner_end_x,right_eyebrow_inner_end_y,right_eyebrow_outer_end_x,right_eyebrow_outer_end_y,nose_tip_x,nose_tip_y,mouth_left_corner_x,mouth_left_corner_y,mouth_right_corner_x,mouth_right_corner_y,mouth_center_top_lip_x,mouth_center_top_lip_y,mouth_center_bottom_lip_x,mouth_center_bottom_lip_y
63,35,26,40,56,36,72,35,39,40,19,41,54,28,81,27,38,32,12,27,49,58,66,72,33,74,45,70,45,80
67,33,28,38,56,35,75,34,37,39,21,39,53,29,82,27,39,31,15,29,47,55,66,75,32,73,45,70,51,85
69,39,30,37,59,40,76,40,37,37,23,38,58,32,76,32,38,29,12,30,44,55,66,74,35,75,45,72,45,82
64,38,32,39,58,39,70,39,39,40,25,40,55,32,76,32,41,32,18,33,49,57,64,72,35,76,48,75,49,83
65,36,29,40,58,37,72,37,36,40,23,41,53,28,79,28,39,30,16,32,49,58,66,78,33,73,45,69,46,85
63,37,32,40,58,36,70,35,38,40,19,39,55,29,76,31,39,32,12,28,48,57,65,74,31,73,45,70,45,80
68,33,27,35,60,34,75,34,35,36,20,36,58,26,82,26,36,28,12,27,49,60,66,78,35,78,45,75,50,85
63,33,32,40,56,34,70,34,38,40,25,41,53,26,76,31,38,32,17,27,50,58,60,78,35,73,45,74,51,81
67,36,28,39,59,37,74,37,35,40,22,40,53,31,82,27,36,32,13,32,47,60,66,72,29,74,45,69,45,79
68,39,26,34,61,40,74,40,33,34,19,35,53,32,82,29,36,29,14,32,44,54,60,72,35,73,51,69,51,79
69,37,29,36,62,38,70,38,35,36,22,36,59,30,76,31,39,29,12,31,47,57,65,73,29,77,45,71,45,85
63,39,31,40,56,40,71,38,38,40,20,41,53,27,82,27,39,30,15,27,44,54,60,72,35,73,45,69,47,79
67,35,27,38,59,37,75,36,35,39,20,38,53,31,81,27,36,31,12,31,46,60,63,76,35,78,48,74,49,84
66,37,30,40,60,38,73,38,37,40,23,41,56,31,79,30,40,32,12,27,50,60,66,76,29,78,45,74,48,79
67,33,29,38,58,34,75,34,36,39,23,38,53,27,80,32,37,31,14,30,47,57,66,78,34,73,45,69,51,85
63,39,26,38,56,35,70,40,33,38,19,39,53,27,80,26,36,32,12,28,49,59,61,78,35,73,45,69,51,79
69,33,26,34,62,34,75,34,34,35,21,35,55,30,82,26,40,32,13,31,48,60,66,78,33,79,48,69,51,85
64,36,26,40,57,37,72,36,33,40,19,41,57,29,82,27,36,32,13,27,47,59,65,77,35,79,51,75,51,85
69,39,32,36,61,40,76,40,37,35,25,35,59,32,82,31,38,27,18,28,46,60,66,72,35,79,48,75,45,85
64,39,28,36,58,40,72,40,37,36,21,36,56,31,77,30,41,28,15,27,47,58,66,72,29,79,51,69,45,85
63,35,32,40,56,37,70,36,38,40,25,41,53,27,78,26,38,32,18,27,44,58,66,74,32,78,51,73,51,83
66,39,29,38,59,40,76,40,39,39,24,39,57,29,82,26,41,28,13,27,50,58,60,78,35,79,49,75,50,85
63,38,28,38,58,38,70,39,36,38,22,39,54,31,76,31,37,30,12,27,50,60,66,72,29,73,47,75,51,79
66,33,29,40,56,35,73,34,36,40,22,41,55,28,82,26,36,32,17,32,49,60,60,77,35,79,50,75,48,85
66,38,32,35,56,34,75,40,35,37,25,35,53,30,82,26,37,30,18,30,44,60,60,78,35,78,47,69,48,85
66,35,29,36,60,36,76,37,36,36,23,37,55,26,82,26,39,28,12,27,44,54,60,73,33,75,46,71,45,80
68,39,32,40,57,40,70,40,39,40,25,41,55,32,76,32,41,32,13,27,48,57,65,72,29,73,49,71,51,84
65,36,28,38,58,38,72,37,36,39,22,39,54,31,82,30,38,32,12,27,49,60,66,78,29,73,45,69,51,85
69,33,27,36,61,34,76,34,35,38,22,38,53,27,82,26,36,30,16,27,44,59,66,76,35,77,45,74,45,84
63,36,29,38,57,37,70,37,37,39,25,39,55,29,76,29,42,26,18,33,44,55,63,72,31,73,45,69,45,85
65,36,28,37,58,37,72,37,39,37,20,39,55,29,76,28,41,28,12,31,50,60,65,78,30,79,45,75,51,85
63,39,29,40,57,40,70,40,39,37,25,41,56,30,76,26,42,27,13,27,46,54,66,78,35,74,49,69,47,79
65,37,29,40,57,38,72,38,38,40,21,41,56,31,82,26,38,32,16,29,47,59,60,72,32,73,45,69,45,79
67,36,27,35,59,37,75,37,39,36,20,36,56,29,78,26,39,27,18,27,48,60,65,78,29,77,48,69,47,79
63,38,32,40,59,34,70,39,39,40,25,41,58,26,76,26,42,32,12,30,50,58,66,72,34,74,45,69,45,79
66,38,28,34,57,39,70,38,35,35,21,35,53,31,82,30,36,26,17,27,44,60,63,72,35,73,45,69,51,80
67,33,27,38,59,34,75,34,34,39,21,39,54,30,82,26,36,32,15,27,46,60,66,74,35,76,45,69,50,83
65,36,27,35,58,36,72,36,35,36,21,36,58,26,81,28,36,26,13,30,47,56,60,72,33,73,45,69,45,79
63,36,32,40,61,37,70,37,39,40,19,41,55,26,76,28,42,30,12,27,50,60,62,78,35,73,51,75,51,85
64,34,32,40,58,35,71,34,39,40,25,41,55,27,76,26,41,32,18,27,50,59,64,75,35,73,51,71,51,81
63,39,32,36,60,40,70,38,39,37,19,35,59,32,79,29,42,29,12,27,44,55,60,77,35,76,45,73,47,83
67,39,32,34,60,39,70,40,39,34,19,38,57,32,76,31,42,29,18,30,50,54,66,72,35,73,48,69,51,79
63,36,32,37,56,37,70,37,36,40,25,38,53,29,81,26,38,32,18,30,44,57,60,72,35,74,51,69,51,79
67,38,28,37,60,38,70,39,39,37,19,38,57,30,82,26,42,29,12,27,49,57,63,78,30,78,45,75,45,85
63,34,32,34,56,37,70,34,33,37,25,36,53,30,82,26,36,30,17,27,50,56,63,77,35,76,51,71,51,79
68,34,32,39,56,34,76,35,38,39,24,41,55,27,82,26,40,31,17,28,46,59,66,76,35,79,49,74,50,84
65,37,30,40,56,36,74,38,34,40,24,41,53,28,81,30,36,32,14,27,44,60,66,72,31,73,45,69,45,79
64,39,30,38,58,40,74,40,38,39,21,39,56,29,82,32,42,30,14,27,44,54,66,78,32,79,48,75,45,85
64,37,30,39,58,38,70,37,38,39,23,39,58,26,76,27,40,29,15,31,50,60,60,72,29,79,45,75,45,85
64,36,26,37,56,37,71,36,36,38,20,38,54,29,76,28,38,30,18,32,48,58,64,74,29,75,47,72,45,85
63,39,31,35,56,39,70,40,36,36,25,36,53,28,78,32,36,27,18,29,44,60,60,78,33,77,51,75,45,85
66,34,28,35,59,35,73,35,35,36,24,36,55,27,82,27,36,27,15,27,44,55,65,72,34,73,45,69,46,84
67,36,30,36,58,37,75,37,37,37,23,37,54,26,82,31,40,26,18,27,45,60,66,78,32,79,51,69,51,85
67,38,27,38,58,39,74,39,34,39,19,39,55,32,81,31,37,32,18,33,47,60,65,76,29,75,45,75,51,84
69,33,32,40,56,39,70,40,38,34,25,41,54,32,77,31,38,29,14,32,44,54,66,73,35,73,51,69,51,79
68,38,27,35,61,39,76,39,39,35,19,36,59,31,77,31,42,27,12,28,48,60,60,77,35,77,49,69,48,85
64,39,29,40,56,40,70,40,34,40,19,35,54,28,81,26,36,32,12,33,47,59,62,78,35,79,51,75,47,85
63,39,27,34,62,40,70,40,39,34,21,35,59,32,76,32,42,26,12,27,50,56,66,72,29,73,48,74,45,82
63,33,27,39,56,34,70,34,33,40,21,40,53,26,76,32,36,30,18,30,50,54,65,73,35,77,51,72,51,82
69,38,29,36,56,40,74,38,37,38,22,36,53,32,77,30,38,32,12,27,44,54,63,72,31,78,45,70,51,85
63,33,32,36,59,40,76,40,37,37,25,36,59,32,79,26,42,26,16,27,49,55,60,78,29,76,45,73,49,85
69,35,31,40,62,36,76,35,39,40,19,41,53,29,82,26,42,29,12,33,49,58,66,78,29,79,51,75,51,85
64,38,28,35,57,39,71,39,37,35,21,35,56,30,76,29,42,28,15,27,47,57,65,72,29,77,45,75,45,85
65,35,27,39,58,36,72,36,39,39,19,40,55,26,79,27,42,29,12,31,50,54,66,75,35,77,48,73,48,83
63,37,26,37,56,38,72,38,33,40,21,38,53,26,81,32,36,29,18,27,46,55,60,72,33,73,45,69,45,79
65,37,32,40,57,38,73,39,37,40,25,41,53,29,76,31,37,32,18,27,44,57,66,76,35,78,45,75,45,82
63,36,32,40,56,36,76,37,36,40,25,40,53,28,82,26,36,31,12,28,44,60,60,72,34,73,45,69,45,79
63,39,32,34,59,40,76,40,39,35,23,35,59,31,82,32,42,32,15,33,50,54,61,74,29,78,46,69,45,85
63,33,27,39,56,34,70,34,39,39,19,41,55,29,76,26,39,32,12,27,50,60,61,72,35,76,45,69,45,79
64,35,28,40,56,36,70,36,36,40,23,41,53,28,76,29,37,32,17,33,47,60,66,75,35,76,50,74,51,83
65,35,28,35,57,37,73,36,34,39,23,35,53,32,82,26,36,31,18,27,44,60,64,78,35,73,51,75,51,85
65,39,29,40,59,40,70,40,39,40,22,41,57,32,76,32,41,32,12,27,50,60,65,72,29,79,51,69,46,85
65,39,26,36,58,40,72,40,38,38,20,37,57,32,82,26,42,31,12,30,45,60,65,75,29,75,51,73,51,83
67,35,27,40,59,36,75,36,35,40,21,41,55,29,82,26,36,32,12,27,46,59,60,72,34,73,45,69,51,85
63,34,31,34,56,40,70,34,35,34,25,35,55,28,76,26,36,26,12,33,48,59,60,74,29,79,46,71,51,80
66,33,32,40,56,34,75,36,34,40,25,41,53,26,79,26,36,32,18,33,50,54,61,75,35,78,51,71,46,85
63,39,32,40,57,40,70,40,39,40,19,35,56,32,80,32,42,27,13,33,50,58,66,75,29,76,51,74,45,85
69,33,32,40,62,40,76,34,39,39,25,41,59,26,82,26,42,28,12,27,44,58,61,78,29,78,45,71,45,82
68,35,29,38,59,35,76,39,34,39,25,41,58,27,76,27,37,32,18,27,49,60,66,78,32,79,45,75,51,85
68,38,28,38,56,40,74,39,35,39,22,39,54,32,79,31,38,32,12,33,44,58,65,75,33,76,45,73,45,82
66,37,30,36,59,37,74,39,38,37,24,37,57,26,82,30,40,26,18,28,47,55,63,73,32,73,51,69,51,79
69,39,26,39,56,40,76,39,39,39,19,40,55,32,82,29,42,32,12,31,48,60,63,76,33,76,50,75,51,83
68,35,28,35,62,37,74,35,39,38,25,35,59,32,79,27,41,32,12,27,50,60,61,78,33,78,50,75,48,85
64,33,32,40,56,35,70,34,37,40,25,41,53,26,78,26,37,32,12,33,45,56,60,73,35,77,45,74,50,81
63,35,29,36,56,36,70,36,33,36,25,37,53,28,76,27,36,28,18,28,44,60,60,78,35,79,51,75,51,85
64,39,30,39,56,40,70,40,37,39,24,39,53,32,82,26,39,32,18,32,44,60,65,73,30,73,45,69,45,82
69,37,30,35,62,39,70,40,38,36,23,36,59,30,78,28,41,28,12,27,50,60,63,72,35,79,45,75,50,85
69,37,31,39,61,38,74,38,39,39,24,40,59,30,79,30,40,31,12,27,50,56,65,74,34,75,48,72,50,81
63,35,30,40,62,35,70,36,35,40,25,41,53,28,76,28,36,32,16,27,44,57,64,72,29,79,49,71,51,80
63,34,29,37,56,34,71,34,36,38,22,38,53,26,80,28,38,30,14,32,48,54,61,73,35,74,48,70,47,80
68,39,29,39,59,40,71,40,38,40,20,41,58,32,76,32,40,32,12,27,49,56,65,74,29,74,49,73,51,82
69,34,32,40,56,35,76,35,39,40,25,41,53,27,81,27,40,32,12,28,48,57,66,72,33,76,45,72,45,79
69,35,30,34,56,34,76,36,35,36,19,36,53,29,82,30,37,31,12,27,44,59,63,78,30,79,45,75,46,84
63,39,31,40,56,40,70,40,37,40,25,41,55,31,82,26,40,30,18,33,44,54,66,76,29,74,47,70,45,79
65,35,32,37,57,37,73,35,37,39,25,38,53,31,79,26,38,32,18,27,44,56,62,74,35,75,51,72,51,81
65,36,29,40,61,37,70,37,39,40,21,41,59,28,76,29,42,31,12,27,50,54,66,72,31,75,48,71,45,79
63,35,32,36,56,35,70,36,39,40,19,41,53,27,76,32,40,32,12,33,49,56,66,78,35,73,51,75,51,85
69,39,28,34,56,40,75,40,35,34,23,35,53,32,76,32,36,31,17,33,44,56,62,72,35,76,45,73,45,83
65,39,32,40,57,40,76,40,38,40,25,41,53,31,82,26,38,31,18,32,44,59,65,78,35,79,45,75,46,85
65,38,32,38,57,39,72,38,39,39,25,39,53,27,82,29,38,28,12,33,44,60,60,78,30,79,50,75,46,85
65,36,31,37,58,38,71,36,36,38,23,38,58,28,78,27,38,30,14,30,45,57,62,72,35,73,48,70,48,79
63,39,26,34,56,40,70,40,35,34,19,35,53,31,79,26,42,26,12,28,50,60,60,72,34,78,45,75,45,81
64,34,26,39,58,35,70,35,39,35,19,41,55,28,76,27,41,32,16,27,50,60,66,78,29,79,51,75,45,85
63,35,26,40,56,36,70,36,33,40,20,41,53,28,77,29,36,32,17,28,50,60,66,78,35,73,45,69,45,79
63,39,27,40,56,38,70,40,37,37,19,41,55,26,76,28,37,26,18,27,46,54,60,72,35,73,46,69,46,79
69,36,28,38,58,36,72,37,35,38,21,39,57,30,76,30,37,31,12,27,47,60,66,76,34,79,45,75,51,85
64,39,26,34,56,40,70,40,33,34,19,35,59,32,76,27,36,27,12,28,50,60,66,72,34,73,45,69,45,79
64,39,30,38,58,39,70,40,38,38,19,40,55,28,76,31,41,27,12,27,50,55,61,77,35,78,51,74,51,84
69,34,29,36,57,37,70,35,35,36,25,36,56,32,76,32,37,32,13,31,50,58,63,78,34,79,47,75,51,85
68,37,29,38,60,39,73,38,39,39,20,40,57,29,81,29,41,29,18,31,50,60,66,75,33,77,45,74,46,84
68,38,26,37,62,39,73,38,39,34,19,39,58,32,80,31,42,31,12,32,50,60,66,72,29,75,45,69,45,82
64,35,30,38,57,35,71,36,37,39,23,39,53,27,78,29,39,31,15,33,49,60,65,74,35,74,49,69,48,82
69,38,28,35,61,39,75,39,35,36,21,37,56,28,80,32,42,30,18,27,50,54,66,78,29,79,51,69,45,79
63,37,31,40,56,39,70,38,36,40,23,41,53,26,79,26,37,32,17,27,47,54,60,78,29,79,45,73,46,83
67,36,29,38,60,37,74,36,37,38,22,39,59,30,82,28,42,29,12,32,50,54,62,74,34,76,51,71,51,81
69,33,30,34,62,35,76,34,33,35,23,35,53,30,82,26,36,31,18,27,50,54,64,74,35,79,45,75,46,85
69,37,26,39,62,37,76,38,33,40,19,40,55,27,82,28,36,31,16,30,50,54,66,76,29,73,45,69,50,79
68,34,32,37,56,35,76,36,36,37,24,38,53,27,82,26,38,29,17,32,45,60,60,72,35,73,51,69,46,85
63,33,28,36,56,34,75,40,39,38,25,37,53,26,80,26,39,30,12,30,49,57,66,72,31,75,45,69,51,80
64,39,29,36,56,40,72,40,35,37,25,37,53,32,82,32,37,28,18,33,44,57,60,78,35,78,47,75,45,85
63,39,29,36,58,40,70,40,38,37,22,37,56,31,77,32,41,29,12,31,50,58,66,78,29,78,45,75,51,85
67,36,30,38,59,38,74,36,39,39,22,39,56,31,82,26,42,32,15,31,49,58,60,75,29,73,51,75,46,83
65,38,30,36,59,39,72,39,37,37,23,37,58,32,76,32,39,29,17,30,50,60,65,72,29,73,51,69,48,79
68,36,31,39,61,37,74,36,39,39,23,40,58,29,78,27,42,31,12,27,50,60,66,72,29,73,51,75,51,85
69,33,31,39,62,34,76,34,39,40,25,41,57,32,82,26,42,26,12,31,50,54,65,77,29,76,51,73,45,81
68,36,29,36,61,37,70,37,38,36,21,37,59,30,76,30,39,29,18,28,49,56,65,72,29,73,45,69,45,80
66,39,32,36,60,40,70,40,39,36,25,37,58,32,76,26,42,28,12,27,50,57,60,76,35,75,45,72,47,82
69,35,32,40,56,39,76,36,39,40,25,40,54,32,82,26,40,31,18,33,48,60,61,78,35,79,47,75,51,85
66,35,29,37,57,36,74,36,34,38,25,38,53,28,79,27,36,30,16,30,44,60,63,77,35,79,47,75,48,85
66,33,26,37,58,34,74,34,34,38,20,38,55,26,81,32,37,31,18,28,49,60,66,75,35,77,50,75,49,85
64,39,31,38,57,40,71,40,38,39,25,39,55,31,81,26,40,31,17,32,46,60,66,74,29,73,51,69,51,83
64,37,28,37,57,38,71,37,37,38,23,37,55,29,77,29,38,28,18,29,48,54,66,72,29,73,45,69,46,84
68,39,26,34,62,40,74,40,39,34,25,35,59,32,82,32,42,26,17,32,44,60,64,78,30,77,51,75,51,85
64,36,31,40,60,36,70,37,38,40,19,39,58,27,79,26,39,32,12,30,44,59,60,75,35,77,51,72,45,83
64,37,29,34,62,37,70,38,36,34,25,35,58,29,82,30,38,26,18,27,44,55,60,72,31,73,51,69,45,79
69,37,27,37,58,39,75,37,35,38,19,38,59,31,82,29,36,32,12,27,47,60,63,75,35,77,46,74,46,84
69,39,29,35,60,40,75,39,37,37,21,35,59,32,82,31,38,30,15,27,46,60,61,77,31,76,45,75,45,85
64,37,26,34,58,38,72,37,39,40,19,35,57,30,76,27,42,32,12,29,49,59,60,78,29,79,51,75,51,85
65,39,30,37,58,40,72,40,37,37,23,37,58,32,80,32,38,31,17,29,46,60,60,76,32,75,45,73,45,83
65,38,27,37,58,39,71,38,33,37,21,38,58,31,78,31,36,30,14,31,47,60,60,77,34,77,46,69,45,84
63,37,29,39,57,38,71,37,37,39,19,40,56,31,76,26,36,32,14,33,48,57,61,78,29,73,50,75,49,84
64,39,30,38,58,40,71,40,38,38,23,39,56,31,80,32,40,30,16,32,47,59,62,76,31,74,51,73,47,82
69,39,29,35,60,40,76,39,38,37,22,35,59,32,82,31,38,30,15,27,46,60,61,78,31,76,45,75,46,85
69,38,28,39,62,38,76,39,34,39,19,41,59,30,81,29,36,29,12,31,50,59,65,76,35,79,51,72,49,84
65,37,26,38,58,37,72,38,35,38,21,39,55,29,77,30,40,30,16,32,47,54,60,78,33,79,49,75,46,85
63,36,29,39,58,38,71,37,39,39,25,39,56,31,78,29,42,32,15,27,50,57,63,73,31,73,51,69,51,79
64,39,30,34,62,40,70,40,38,34,23,35,59,32,82,26,42,26,12,27,50,60,60,76,29,73,51,69,48,83
66,34,29,35,58,35,74,35,37,36,23,36,56,27,82,27,41,28,17,28,47,57,66,72,31,73,45,69,45,85
66,37,32,40,59,37,72,37,39,40,25,41,56,29,82,31,41,32,18,27,44,56,66,72,29,73,45,69,47,79
64,35,32,40,56,37,71,36,36,40,25,41,53,28,76,26,38,32,18,33,45,59,65,72,29,73,45,69,50,83
65,39,27,35,59,40,72,40,34,35,20,36,58,32,77,26,42,29,12,30,50,60,66,72,29,79,47,75,50,85
69,38,32,40,58,37,70,39,39,40,25,41,57,28,76,30,42,32,12,27,48,60,66,72,35,75,45,69,46,81
65,38,28,38,60,39,71,39,38,39,22,38,57,32,78,31,42,32,12,27,50,59,64,72,30,73,48,73,46,82
68,39,27,35,62,39,71,38,34,36,19,36,59,27,76,30,36,29,12,28,44,60,60,76,35,75,51,75,51,82
65,37,29,34,58,38,72,38,37,36,25,36,53,28,82,30,41,26,18,27,44,58,60,72,35,73,45,69,46,79
64,38,32,38,59,40,70,40,38,39,25,38,56,29,82,31,39,28,12,27,45,60,66,72,29,79,46,70,51,79
65,38,31,37,58,40,70,39,38,39,25,38,56,26,76,29,41,26,18,27,45,54,64,74,32,74,51,71,51,82
68,37,32,37,56,37,76,38,34,38,25,38,53,30,82,30,36,31,18,33,50,58,63,74,33,74,51,69,51,81
65,37,28,38,58,38,71,37,38,38,25,38,56,31,76,32,40,31,18,32,47,56,64,72,32,73,47,69,48,84
67,33,26,40,56,34,70,34,37,40,21,41,53,30,76,32,38,32,13,33,50,58,66,72,34,74,45,69,45,79
66,33,29,39,59,34,71,34,34,39,23,40,57,26,78,26,38,31,12,27,50,60,66,78,34,79,51,75,51,85
63,37,31,39,57,38,70,38,38,39,24,40,53,31,77,30,40,31,13,27,48,54,60,73,35,74,48,70,49,79
65,35,29,37,57,36,73,36,35,38,20,39,53,27,80,28,37,30,18,29,45,54,66,72,31,73,48,75,49,85
68,37,29,39,58,38,75,38,37,40,23,40,56,30,82,30,38,32,16,33,47,59,66,77,32,78,45,75,45,84
64,39,27,35,58,40,71,40,35,35,20,36,58,32,76,30,40,29,12,29,46,60,60,72,29,79,51,69,51,79
67,34,31,37,59,35,74,34,37,38,24,38,57,28,77,26,39,31,16,31,48,54,66,73,35,73,47,69,51,85
65,39,32,37,58,40,74,40,39,39,25,38,55,28,76,28,41,29,18,33,47,55,66,72,29,73,45,75,45,85
69,38,30,38,56,40,75,38,36,39,22,39,53,29,82,31,37,31,13,33,44,57,66,72,29,73,45,69,47,85
65,37,29,37,59,38,71,38,36,38,22,38,57,29,82,31,38,30,15,32,48,57,66,72,30,76,51,75,51,85
64,35,28,35,57,35,71,36,36,36,22,36,54,26,77,28,37,27,18,28,44,54,65,72,29,73,45,75,45,84
66,34,27,40,58,35,74,34,35,40,23,41,53,26,82,26,38,31,17,32,46,60,66,75,35,77,46,75,48,85
63,36,32,38,56,36,75,37,35,38,25,39,53,28,80,30,37,30,12,27,49,55,66,72,33,73,51,70,46,81
64,38,30,34,56,38,72,39,35,35,24,35,53,32,82,26,36,28,18,28,50,58,66,75,29,73,51,72,51,82
66,35,29,40,57,36,74,36,37,40,23,41,56,28,81,27,40,32,16,33,45,57,66,72,30,76,45,71,49,85
67,39,26,37,56,40,76,40,37,36,19,37,55,30,82,32,40,26,12,28,44,57,66,72,29,79,45,75,51,85
67,34,29,35,60,35,76,36,37,35,22,36,53,26,81,32,40,26,14,33,46,54,66,77,30,76,48,75,45,85
65,39,31,40,59,40,72,40,37,40,25,41,55,32,82,26,39,32,18,33,50,54,66,77,29,75,45,73,45,83
69,39,26,35,60,39,76,39,33,37,25,36,59,32,78,30,36,32,18,33,48,54,66,72,29,73,51,69,51,79
64,34,32,40,58,35,70,34,38,40,19,40,57,26,82,26,40,32,13,30,47,55,66,78,29,73,45,69,45,81
69,34,28,40,58,36,71,35,37,40,21,41,55,29,76,29,38,32,12,27,44,60,66,72,31,73,51,75,49,85
63,39,28,39,56,40,70,40,37,40,25,41,54,32,82,26,38,32,15,31,47,60,61,72,29,73,51,69,51,79
63,39,32,39,57,40,72,40,38,39,21,40,55,32,76,28,41,31,16,27,46,54,60,75,35,75,51,72,47,80
67,35,26,36,59,36,75,35,34,37,19,36,56,28,82,26,36,30,12,33,44,60,61,78,33,78,47,75,47,85
63,36,29,40,56,36,70,36,34,40,24,41,53,28,79,26,36,32,14,32,44,57,66,73,35,78,46,74,50,84
66,37,29,36,56,37,73,38,36,37,24,37,53,28,82,30,38,29,18,29,44,54,62,78,32,79,45,75,45,85
65,36,30,40,56,37,72,37,38,40,24,41,53,29,79,29,39,32,18,27,48,56,60,72,35,75,50,70,49,80
64,37,31,35,57,39,70,37,38,38,24,36,54,32,76,31,40,31,17,28,46,56,61,72,35,73,46,69,46,79
64,34,27,39,62,37,70,37,34,40,20,40,58,26,76,31,42,26,12,27,50,60,61,72,34,79,48,75,45,85
63,36,26,39,56,35,75,36,33,40,19,40,53,27,82,27,36,32,17,27,50,54,60,76,35,76,45,73,45,83
65,38,30,40,56,39,70,38,38,40,24,40,53,31,77,32,39,32,15,27,44,60,60,72,35,74,51,69,51,79
63,39,32,39,58,40,70,39,39,40,25,40,56,32,78,32,42,32,18,33,49,57,66,72,34,73,50,69,49,79
66,39,32,39,57,39,72,40,35,39,25,39,54,31,76,32,37,30,12,27,44,54,60,76,35,74,45,71,45,81
65,39,30,38,59,40,72,40,38,39,22,39,57,32,81,32,39,31,14,32,50,56,66,73,29,73,48,75,50,85
64,34,32,38,58,35,71,34,38,39,25,39,57,28,78,27,38,31,14,33,50,58,65,72,29,73,45,69,45,85
65,39,32,40,62,40,70,40,39,40,25,41,59,31,76,32,42,30,12,27,45,56,66,73,29,75,45,69,45,79
69,35,26,36,61,36,76,36,33,37,20,37,55,32,82,30,37,32,14,30,47,54,61,78,35,79,45,75,49,85
66,36,28,34,60,37,76,38,36,34,20,35,58,26,76,27,41,26,12,27,49,54,65,72,29,76,45,74,46,85
64,35,30,36,57,36,71,36,37,37,23,37,55,28,78,29,39,29,18,29,46,55,60,78,34,76,49,75,49,82
63,35,32,40,56,35,76,36,37,40,25,41,53,27,82,26,38,32,12,27,44,59,62,77,30,73,51,75,51,84
64,33,29,38,58,34,70,34,35,39,22,40,53,26,76,26,40,29,13,27,50,54,66,73,35,73,51,73,50,81
65,39,30,37,58,40,70,40,37,38,23,38,57,32,82,26,39,30,15,32,44,60,65,72,35,79,51,69,45,85
65,34,27,34,57,35,71,35,35,34,21,35,54,26,77,27,39,26,12,33,46,60,66,72,30,77,46,75,45,84
69,36,32,40,56,40,76,37,36,40,25,40,53,32,77,27,37,31,17,27,44,54,62,78,35,76,51,75,50,85
66,37,29,36,58,39,70,38,39,37,23,37,55,30,76,29,42,30,15,27,50,58,66,76,35,77,51,75,45,83
65,39,29,35,59,40,70,40,36,36,23,36,55,32,76,32,42,32,15,30,44,54,64,76,30,74,45,70,45,79
67,38,30,40,56,39,76,39,35,40,25,41,53,27,82,26,37,31,18,33,44,55,61,75,35,76,50,71,51,81
63,37,32,34,56,38,70,38,36,35,21,35,53,28,78,26,38,32,14,33,44,60,60,72,35,73,50,69,45,79
63,33,26,34,58,34,70,34,39,40,19,41,53,26,76,31,42,32,12,29,44,54,66,76,35,75,45,73,51,83
69,33,28,36,61,34,76,34,35,36,19,39,58,27,82,32,37,28,12,27,50,57,66,77,35,78,45,75,51,84
63,36,31,36,57,37,71,36,36,37,19,36,57,31,78,27,37,31,12,27,47,54,66,72,29,79,49,69,49,79
67,36,28,36,59,37,74,38,39,37,21,37,56,27,82,31,42,28,12,29,50,59,66,78,29,79,45,75,51,85
66,39,32,40,56,40,70,39,37,40,25,41,53,32,76,32,37,32,18,27,44,57,65,72,33,73,48,69,49,79
63,35,30,37,57,35,72,36,38,37,24,38,55,26,82,32,40,31,15,33,49,54,60,73,35,73,47,69,46,81
65,37,26,38,58,39,70,38,38,39,25,40,55,26,79,26,40,26,12,27,47,56,60,72,32,73,48,69,45,79
65,39,30,40,60,40,70,40,36,40,19,41,59,29,76,28,36,32,12,31,49,56,60,77,35,79,51,74,50,83
63,39,31,34,56,39,71,40,38,35,25,35,54,31,76,32,40,28,18,27,44,60,62,76,35,74,50,72,50,83
66,34,32,35,59,34,70,35,39,35,25,36,53,29,76,32,42,27,18,27,50,54,60,72,34,73,46,69,51,83
66,39,32,38,59,40,72,39,39,40,19,39,59,27,76,30,39,30,12,33,44,57,66,78,29,73,51,75,51,85
63,37,27,36,57,38,70,37,37,35,25,36,55,31,76,30,36,28,18,31,44,60,66,72,32,73,51,69,51,82
65,39,26,40,62,35,70,36,39,36,19,41,59,28,76,26,42,28,14,31,48,60,60,72,30,79,45,69,45,85
63,38,31,37,59,39,70,39,39,38,24,38,59,27,76,30,41,28,12,31,48,56,66,72,35,73,45,69,45,79
66,35,28,38,60,36,73,35,39,39,22,39,59,28,78,27,41,31,18,31,50,59,60,74,31,76,51,71,45,82
67,33,29,40,56,34,70,34,36,40,19,41,53,26,80,26,37,32,13,27,47,57,66,72,35,78,49,75,51,84
66,39,32,39,59,40,74,40,39,40,25,40,57,30,79,32,42,27,12,30,50,56,60,78,34,77,50,75,49,85
63,39,28,34,60,40,70,40,39,34,20,35,59,32,76,26,42,27,18,33,46,57,60,72,29,75,45,73,45,83
63,39,32,39,56,39,70,39,39,40,25,41,54,29,79,26,42,31,16,27,46,60,61,72,35,73,51,75,47,79
68,38,27,35,58,40,74,39,36,37,21,36,53,32,78,32,42,32,15,33,47,54,66,72,29,76,51,69,47,85
